STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,isco08,International Standard Classification of Occupations 2008 (ISCO-08),worktime,Working time,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FI,Finland,2015,,14.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FI,Finland,2016,,14.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FI,Finland,2017,,14.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FI,Finland,2018,,14.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FI,Finland,2019,,13.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FI,Finland,2020,,13.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FI,Finland,2021,,16.3,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FI,Finland,2022,,13.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FI,Finland,2023,,10.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FI,Finland,2024,,11.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2010,,114.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2011,,84.6,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2012,,85.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2013,,104.3,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2014,,114.0,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2015,,97.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2016,,112.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2017,,114.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2018,,99.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2019,,91.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2020,,85.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2021,,73.6,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2022,,87.4,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2023,,90.6,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,FR,France,2024,,80.3,,d,definition differs (see metadata),,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2010,,76.9,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2011,,72.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2012,,50.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2013,,42.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2014,,37.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2015,,38.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2016,,25.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2017,,20.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2018,,17.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2019,,12.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2020,,11.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2021,,10.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2022,,7.4,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2023,,4.4,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HR,Croatia,2024,,4.0,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2010,,6.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2011,,8.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2012,,7.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2013,,5.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2014,,6.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2015,,7.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2016,,7.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2017,,6.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2018,,6.0,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2019,,6.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2020,,6.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2021,,5.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2022,,5.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2023,,4.3,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,HU,Hungary,2024,,4.4,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2010,,6.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2011,,8.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2012,,10.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2013,,9.6,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2014,,9.8,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2015,,10.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2016,,11.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2017,,9.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2018,,8.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2019,,7.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2020,,8.1,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2021,,10.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2022,,12.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2023,,12.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IE,Ireland,2024,,11.2,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2010,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2011,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2012,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2013,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2014,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2015,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2016,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2017,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2018,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2019,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2020,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2022,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IS,Iceland,2024,,,,u,low reliability,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2010,,42.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2011,,45.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2012,,54.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2013,,55.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2014,,52.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2015,,51.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2016,,55.3,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2017,,55.4,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2018,,54.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2019,,59.7,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2020,,52.0,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2021,,48.0,,b,break in time series,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2022,,50.5,,,,,
dataflow,ESTAT:LFSA_EPGAIS(1.0),Persons in full-time/part-time employment by occupation,A,Annual,THS_PER,Thousand persons,T,Total,Y15-64,From 15 to 64 years,OC6,"Skilled agricultural, forestry and fishery workers",PT,Part-time,IT,Italy,2023,,46.5,,,,,
