STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),lcstruct,Labour costs structure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),BG,Bulgaria,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),BG,Bulgaria,2021,,110.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),BG,Bulgaria,2022,,125.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),BG,Bulgaria,2023,,140.7,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),BG,Bulgaria,2024,,155.2,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2008,,93.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2009,,100.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2010,,98.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2011,,101.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2012,,101.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2013,,96.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2014,,93.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2015,,93.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2016,,93.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2017,,95.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2018,,100.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2019,,102.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2021,,101.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2022,,115.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2023,,130.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CY,Cyprus,2024,,136.2,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2008,,65.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2009,,67.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2010,,68.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2011,,70.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2012,,72.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2013,,72.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2014,,75.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2015,,76.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2016,,78.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2017,,83.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2018,,89.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2019,,93.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2020,,99.8,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2021,,104.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2022,,111.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2023,,121.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),CZ,Czechia,2024,,131.1,,p,provisional,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2008,,76.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2009,,78.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2010,,79.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2011,,81.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2012,,84.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2013,,83.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2014,,87.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2015,,91.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2016,,90.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2017,,92.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2018,,95.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2019,,99.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2021,,103.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2022,,107.7,,b,break in time series,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2023,,111.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DE,Germany,2024,,117.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2008,,77.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2009,,79.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2010,,83.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2011,,88.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2012,,88.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2013,,89.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2014,,90.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2015,,92.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2016,,93.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2017,,94.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2018,,97.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2019,,99.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2021,,103.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2022,,106.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2023,,108.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),DK,Denmark,2024,,112.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2008,,50.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2009,,51.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2010,,52.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2011,,53.5,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2012,,58.6,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2013,,64.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2014,,64.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2015,,68.9,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2016,,75.1,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2017,,83.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2018,,84.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2019,,92.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2020,,100.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2021,,109.2,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2022,,118.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2023,,135.0,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EE,Estonia,2024,,149.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2008,,121.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2009,,144.7,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2010,,136.3,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2011,,127.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2012,,116.4,,,,,
dataflow,ESTAT:LC_LCI_R2_A(1.0),"Labour cost index by NACE Rev. 2 activity - nominal value, annual data",A,Annual,I20,"Index, 2020=100",J,Information and communication,D1_D4_MD5,Labour cost for LCI (compensation of employees plus taxes minus subsidies),EL,Greece,2013,,105.3,,,,,
